ID	国名2文字	国名	地方	都道府県	緯度	経度	遺跡	Site Name	標本番号	性別	年齢	使用部位	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)	年代	年代補足	mtDNA	Y	Y新	文献1	文献2	文献3
388	JP	日本	関東地方	千葉県	35.72588719	139.9587005	古作貝塚		JpKo13	女性			-1962.5	3847-3978; 3913						N9b1	-		[48]		
393	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		1号墳	不明	熟年〜老年	下顎・左・第2大臼歯(強度の齲蝕のため歯種の詳細は不明)	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
394	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		1号単独人骨	女性	壮年〜熟年	上顎・左・第3大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
395	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		4号単独人骨	不明	成人	上顎・左・第2小臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
396	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		11号住居	不明	成人	下顎・左・第3大臼歯(強度の齲蝕のため歯種の詳細は不明)	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
397	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		18号住居1	女性	壮年	下顎・右・第2大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭						N9b			[57]		
398	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		18号住居2	不明	8-9歳	下顎・右・第1大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭						N9b			[57]		
399	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		67号住居1	女性	20歳前後	下顎・左・第3大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
400	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		67号住居2	不明	熟年〜老年	下顎・左・第3大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
401	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		74号住居1号	女性	壮年	上顎・左・第1大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭						N9b			[57]		
402	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		74号住居2号	女性	熟年～老年	上顎・右・第1大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
403	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		74号住居3号	不明	3歳	下顎・左・第1乳臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭						N9b			[57]		
404	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		74号住居4号	女性	熟年	下顎・右・第3大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭						N9b			[57]		
405	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		74号住居5号	男性	青年	下顎・左・第2大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭						N9b			[57]		
406	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		74号住居6号	女性	壮年前半	下顎・左・第3大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
407	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		77号住居床下	不明	3歳	下顎・左・第2乳臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭						N			[57]		
408	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		79号住居	男性	熟年〜老年	下顎・左・第3大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
409	JP	日本	関東地方	千葉県	35.541944	140.186666	大膳野南貝塚		88号住居	男性	壮年	下顎・左・第3大臼歯	-1000	縄文時代中期末葉～晩期末・弥生初頭									[57]		
413	JP	日本	関東地方	千葉県	35.699722	139.999722	宮本台遺跡						-2000	縄文後期						N9b			[57]		
414	JP	日本	関東地方	千葉県	35.5321	140.1684	草刈遺跡						-3000	縄文中期						M7a			[57]		
415	JP	日本	関東地方	千葉県	35.5321	140.1684	草刈遺跡						-3000	縄文中期						N9b			[57]		
416	JP	日本	関東地方	千葉県	35.5321	140.1684	草刈遺跡						-3000	縄文中期						N9b			[57]		
417	JP	日本	関東地方	千葉県	35.5321	140.1684	草刈遺跡						-3000	縄文中期						N9b			[57]		
130	JP	日本	関東地方	東京都	35.592222	139.723888	山王横穴墓群		1号横穴墓1号頭			左上顎犬歯	650	古墳時代後期									[39]		
131	JP	日本	関東地方	東京都	35.592222	139.723888	山王横穴墓群		1号横穴墓 2号			右上顎第1大臼歯	650	古墳時代後期									[39]		
132	JP	日本	関東地方	東京都	35.592222	139.723888	山王横穴墓群		1号横穴墓3号No.28			右上顎第2大臼歯	650	古墳時代後期									[39]		
133	JP	日本	関東地方	東京都	35.592222	139.723888	山王横穴墓群		2号横穴墓No.14			大腿骨	650	古墳時代後期									[39]		
134	JP	日本	関東地方	東京都	35.592222	139.723888	山王横穴墓群		2号横穴墓No.19			大腿骨	650	古墳時代後期									[39]		
135	JP	日本	関東地方	東京都	35.592222	139.723888	山王横穴墓群		2号横穴墓No. 7			大腿骨	650	古墳時代後期									[39]		
410	JP	日本	関東地方	東京都	35.74439515	139.7418978	西ヶ原遺跡						-2000	縄文後期						N9b			[57]		
411	JP	日本	関東地方	東京都	35.74439515	139.7418978	西ヶ原遺跡						-2000	縄文後期						N9b			[57]		
412	JP	日本	関東地方	東京都	35.74439515	139.7418978	西ヶ原遺跡						-2000	縄文後期						N9b			[57]		
322	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo1				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
323	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo2				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
324	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo9				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
325	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo13				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
326	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo14				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
327	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo15				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
328	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo17				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
329	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo21				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
330	JP	日本	関東地方	神奈川県	35.34205197	139.6296618	称名寺貝塚		Dokoubo23				-2000	the skeletons was calculated as approximately 4000 years calBP.									[50]		
192	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.2				-4000	縄文時代前期									[43]		
193	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.3				-4000	縄文時代前期									[43]		
194	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.4				-4000	縄文時代前期									[43]		
195	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.7				-4000	縄文時代前期									[43]		
196	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.9				-4000	縄文時代前期									[43]		
197	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.11				-4000	縄文時代前期						M9a			[43]		
198	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.12				-4000	縄文時代前期									[43]		
199	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.13				-4000	縄文時代前期									[43]		
200	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.14				-4000	縄文時代前期									[43]		
201	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.25				-4000	縄文時代前期						A4			[43]		
202	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.26				-4000	縄文時代前期									[43]		
203	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.28				-4000	縄文時代前期						M9a			[43]		
204	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.29				-4000	縄文時代前期									[43]		
205	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.30				-4000	縄文時代前期									[43]		
206	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.32				-4000	縄文時代前期						G2			[43]		
207	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.33				-4000	縄文時代前期									[43]		
208	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.37				-4000	縄文時代前期						M9a			[43]		
209	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.38				-4000	縄文時代前期						N9b			[43]		
210	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.39				-4000	縄文時代前期									[43]		
211	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.41				-4000	縄文時代前期									[43]		
212	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.42				-4000	縄文時代前期									[43]		
213	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.44				-4000	縄文時代前期						N9b			[43]		
214	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.45				-4000	縄文時代前期									[43]		
215	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.48				-4000	縄文時代前期						M7			[43]		
216	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.52				-4000	縄文時代前期									[43]		
217	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.55				-4000	縄文時代前期						A			[43]		
218	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.56				-4000	縄文時代前期									[43]		
219	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.64				-4000	縄文時代前期						N9b			[43]		
220	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.70				-4000	縄文時代前期									[43]		
221	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.71				-4000	縄文時代前期									[43]		
222	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.73				-4000	縄文時代前期									[43]		
223	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.76				-4000	縄文時代前期						N9b			[43]		
224	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.77				-4000	縄文時代前期						M7a			[43]		
225	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		No.78				-4000	縄文時代前期						N9b			[43]		
382	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		JpOd274	男性			-4254	6119-6289; 6204						M7a	D1b1d1		[48]		
383	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		JpOd6	女性			-4106.5	5934-6179; 6057						N9b3	-		[48]		
384	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		JpOd181	男性			-3884	5751-5917; 5834						N9b1	D1b1d1		[48]		
385	JP	日本	中部地方	富山県	36.7242	137.165	小竹貝塚		JpOd282	男性			-3869.5	5737-5902; 5820						M7a1	D1b1d1		[48]		
390	JP	日本	中部地方	石川県	36.61869826	136.7023239	岩出横穴墓		JpIw32	男性			572	1347-1409; 1378						B5a2a1b	O3a2c		[48]		
391	JP	日本	中部地方	石川県	36.61869826	136.7023239	岩出横穴墓		JpIw31	女性			610	1303-1377; 1340						D5c1a	-		[48]		
392	JP	日本	中部地方	石川県	36.61869826	136.7023239	岩出横穴墓		JpIw33	女性			625	1295-1355; 1325						M7b1a1a1	-		[48]		
321	JP	日本	中部地方	長野県	36.62237949	138.4405886	湯倉洞窟遺跡	Yugura cave site					-5907.5	dated to 7920-7795 calBP by direct 14C dating.									[49]		
59	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.1	不明	14歳以上未成年	右側頭骨	-665										[16]		
60	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.2	男性	20-25歳	右側頭骨	-665										[16]		
61	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.3	男性	20歳台半ば	左側頭骨	-665										[16]		
62	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.5	不明	4歳前後	右側頭骨	-665										[16]		
63	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.6	男性	30歳台半ば	右側頭骨	-665										[16]		
64	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.8	女性	25歳前後	右側頭骨	-665										[16]		
65	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.9	不明	4-5歳	左側頭骨	-665										[16]		
66	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.12	女性	40歳以上	右側頭骨	-665	弥生中期から後期									[16]		
67	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.13	女性(男性と書く文献もあり)	20歳台前半	右側頭骨	-665	弥生中期から後期				炭素14年代 2528±21-較正年代 (cal)1σ(68.2%) 770-560 BC-2σ(95.4%)775-540 BC					[16]	[17]	
68	JP	日本	中部地方	愛知県	35.21845286	136.8512911	朝日遺跡		IAS 95No.22	女性	20歳台	右側頭骨	-665										[16]		
360	JP	日本	中部地方	愛知県	34.64552248	137.1480652	伊川津貝塚遺跡		IK001				-583	(2533ybpとするデータ有) 縄文時代						M7a1			[52]		
361	JP	日本	中部地方	愛知県	34.64552248	137.1480652	伊川津貝塚遺跡		IK002	女性			-619	2418-2720; 2569 縄文時代 (2533ybpとするデータ有)						N9b1			[52]	[48]	
92	JP	日本	近畿地方	大阪府	34.4874157	135.4766534	野々井二本木山古墳		野々井二本木山古墳No.1 ( 209号)	男性	壮年後半～熟年期	右上顎 M2	410	古墳時代前期末葉～中期前葉									[23]		
93	JP	日本	近畿地方	大阪府	34.4874157	135.4766534	野々井二本木山古墳		野々井二本木山古墳No.2 (210号)	女性	熟年期	左下顎 M3	410	古墳時代前期末葉～中期前葉									[23]		
500	JP	日本	近畿地方	兵庫県	34.778083	134.767167	日笠山貝塚					左上顎第二大臼歯	-1120	縄文時代	2966±19	1195-1045BC	1220-1010BC			N9b1a			[68]	[69]	
501	JP	日本	近畿地方	兵庫県	34.6741	135.1653	大開遺跡					左下顎第二大臼歯	-400	弥生時代									[68]	[69]	
502	JP	日本	近畿地方	兵庫県	34.8418	134.5137	鳥坂古墳群2号墳		1号人骨			左上顎第三大臼歯	377.5	古墳時代	1736±17	AD345-410	AD255-420			A5a1a1a			[68]	[69]	
503	JP	日本	近畿地方	兵庫県	34.8418	134.5137	鳥坂古墳群2号墳		2号人骨			左下顎第一大臼歯	335	古墳時代	1731±17	AD265-405	AD255-415			A5a1a1a			[68]	[69]	
504	JP	日本	近畿地方	兵庫県	34.8418	134.5137	鳥坂古墳群2号墳		3号人骨			左下顎・第二乳臼歯	385	古墳時代	1727±17	AD355-415	AD260-420			A5a1a1a			[68]	[69]	
505	JP	日本	近畿地方	兵庫県	34.8671	134.5112	新宮東山古墳群2号墳		1号棺			右下顎第三大臼歯	490	古墳時代	1607±18	AD435-545	AD430-560			D4e2			[68]	[69]	
506	JP	日本	近畿地方	兵庫県	34.865722	134.538944	白鷺山箱式石棺		1号棺			左下顎第三大臼歯	475	古墳時代	1664±17	AD415-535	AD410-540			D4a1a1			[68]	[69]	
507	JP	日本	近畿地方	兵庫県	35.466373	134.869146	坪井遺跡2号墓		第 1 主体 2号人骨			左上顎第一大臼歯	450	古墳時代						B4b1a1b			[68]	[69]	
508	JP	日本	近畿地方	兵庫県	35.304623	134.828914	向山古墳群2号墳		第 2 主体			右下顎第三大臼歯	317.5	古墳時代	1752±17	AD255-380	AD250-405			G1a1a			[68]	[69]	
509	JP	日本	近畿地方	兵庫県	35.304623	134.828914	向山古墳群5号墳		第 1 主体			右上顎第一大臼歯	513.75	古墳時代						D4g1c			[68]	[69]	
510	JP	日本	近畿地方	兵庫県	35.304623	134.828914	向山古墳群11号墳		第 2 主体			右上顎第二大臼歯	710	古墳時代	1355±17	AD660-760	AD655-775			D4b2b1			[68]	[69]	
511	JP	日本	近畿地方	兵庫県	35.3115	134.8303	梅田古墳群15号墳		SX-01			左下顎第三大臼歯	380	古墳時代	1714±19	AD350-410	AD260-415			D4i1			[68]	[69]	
512	JP	日本	近畿地方	兵庫県	34.63120816	135.0367013	舞子浜遺跡埴輪棺		8 次調査 1号			左下顎第二大臼歯	450	古墳時代						B4b1a1			[68]	[69]	
1	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.1 (29240)			上顎骨 右第 2 大臼歯	71.875										[1]	[2]	
2	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.2 (26530)			上顎骨 左第 2 大臼歯	71.875										[1]	[2]	
3	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.3 (27708)			上顎骨 右第 2 大臼歯	71.875										[1]	[2]	
4	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.4 (26396-1)			上顎骨 右第 2 大臼歯	71.875										[1]	[2]	
5	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.5 (26356-1)			下顎骨 左第 3 大臼歯	71.875										[1]	[2]	
6	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.6 (29241-1)			上顎骨 左第 2 大臼歯	71.875										[1]	[2]	
7	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.8 (33762)			下顎骨 右第 3 大臼歯	71.875								C1a1	C-M8	[1]	[2]	
8	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.9 (27704)	男性	壮年後半	側頭骨 右	165	弥生中・後期				1920±16 (炭素14年代 (14C BP)), 較正年代(cal BC)1σ (68.2％) AD120-210, 2σ (95.4％) AD40-215			D1b		[1]	[2]	[3]
9	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.10 (27203)			上顎骨 左第 3 大臼歯	71.875										[1]	[2]	
10	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.12 (29617)			上顎骨 左第 2 大臼歯	71.875										[1]	[2]	
11	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.14 (27971-1)			上顎骨 右第 2 大臼歯	71.875										[1]	[2]	
12	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.15 (27893)	女性	壮年	側頭骨 左	165	弥生中・後期				1918±16(炭素14年代 (14C BP)), 較正年代(cal BC)1σ (68.2％) AD120-210, 2σ (95.4％) AD40-230					[1]	[2]	[3]
13	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.19 (31008)	男性		上顎骨 右第 2 大臼歯	71.875								D (D1b?)		[1]	[2]	
14	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.21 (26349)			側頭骨 右	71.875								O		[1]	[2]	
15	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.22 (27999)			側頭骨 左	71.875										[1]	[2]	
16	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.23 (27674)	女性(男性と書く文献もあり)	壮年	側頭骨 右	157.5	弥生中・後期				1935±18(炭素14年代 (14C BP)), 較正年代(cal BC)1σ (68.2％) AD105-210, 2σ (95.4％) AD25-210					[1]	[2]	[3]
17	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.25 (26824)	男性		側頭骨 右	71.875								O1b2a1		[1]	[2]	
18	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.26 (29942)			側頭骨 右	71.875										[1]	[2]	
19	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.27 (26209-2)			側頭骨 右	71.875										[1]	[2]	
20	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.29 (27866-1)			側頭骨 右	71.875										[1]	[2]	
21	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.30 (32004)			側頭骨 右	71.875										[1]	[2]	
22	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.32 (26356-1)	男性		下顎骨 右第 2 大臼歯	71.875								不明		[1]	[2]	
23	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.33 (7437-7446)	女性	壮年	上顎骨 右第 1 大臼歯	-200	弥生中・後期				2179±21(炭素14年代 (14C BP)), 較正年代(cal BC)1σ (68.2％) 345-55BC, 2σ (95.4％)  360-50BC					[1]	[2]	[3]
24	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		頭骨No.SX-1			側頭骨 右	71.875										[1]	[2]	
25	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S1 (27163-1)			下顎骨 右第 3 大臼歯	71.875										[1]	[2]	
26	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S2 (27972)			下顎骨 右第 2 大臼歯	71.875										[1]	[2]	
27	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S3 (29250-1)			下顎骨 左第 3 大臼歯	71.875										[1]	[2]	
28	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S4 (29547)			下顎骨 左第 3 大臼歯	71.875										[1]	[2]	
29	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S5 (30558)			下顎骨 左第 3 大臼歯	71.875										[1]	[2]	
30	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S6 (30723)			下顎骨 右第 2 大臼歯	71.875										[1]	[2]	
31	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S7 (30738)			下顎骨 右第 3 大臼歯	71.875								C1a1	C-M8	[1]	[2]	
32	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S8 (31107)			下顎骨 右第 1 大臼歯	71.875								D		[1]	[2]	
33	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S10 (31822)			下顎骨 左第 1 大臼歯	71.875								不明		[1]	[2]	
34	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S11 (31909)			下顎骨 左第 1 大臼歯	71.875										[1]	[2]	
35	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S13 (32924-1)			下顎骨 左第 3 大臼歯	71.875										[1]	[2]	
36	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S14 (33685)			下顎骨 左第 3 大臼歯	71.875										[1]	[2]	
37	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 S15 (30614)			下顎骨 右第 2 大臼歯	71.875										[1]	[2]	
38	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		下顎 K12 (32569)			下顎骨 右第 2 大臼歯	71.875										[1]	[2]	
39	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		漂着人骨1頭蓋No.34	男性		右側頭骨	71.875								O1b2a1a1		[1]	[2]	
40	JP	日本	中国地方	鳥取県	35.51375301	133.9934929	青谷上寺地遺跡		漂着人骨2 下顎 18997			臼歯	71.875										[1]	[2]	
425	JP	日本	中国地方	鳥取県	35.3643953	133.4096004	越敷山古墳群		49号墳 埋葬施設1 1号			省略	337.5	3世紀第3四半期～5世紀第1四半期						N9a2a1			[61]		
426	JP	日本	中国地方	鳥取県	35.3643953	133.4096004	越敷山古墳群		49号墳 埋葬施設1 2号			省略	337.5	3世紀第3四半期～5世紀第1四半期						D4b2b1+146			[61]		
427	JP	日本	中国地方	鳥取県	35.3643953	133.4096004	越敷山古墳群		51号墳 埋葬施設1 2号			省略	337.5	3世紀第3四半期～5世紀第1四半期						D4c1a			[61]		
428	JP	日本	中国地方	鳥取県	35.3643953	133.4096004	越敷山古墳群		51号墳 埋葬施設1 3号			省略	368.75	参考：3世紀第3四半期～5世紀第1四半期						D4b2b1+146			[61]		
429	JP	日本	中国地方	鳥取県	35.3643953	133.4096004	越敷山古墳群		51号墳 埋葬施設2 6号			省略	400	4世紀第2四半期～5世紀第2四半期						D4c1a			[61]		
430	JP	日本	中国地方	鳥取県	35.4037495	133.413441	日下古墳群		12号墳 1号			省略	550	6世紀中葉						D4c1b2			[61]		
431	JP	日本	中国地方	鳥取県	35.4037495	133.413441	日下古墳群		12号墳 5号			省略	550	6世紀中葉						M7b1a1a1			[61]		
432	JP	日本	中国地方	鳥取県	35.4037495	133.413441	日下古墳群		12号墳 8号			省略	550	6世紀中葉						D4c1b2			[61]		
433	JP	日本	中国地方	鳥取県	35.4037495	133.413441	日下古墳群		39号墳 1号			省略	362.5	参考：4世紀第3四半期						D4b2b1			[61]		
434	JP	日本	中国地方	鳥取県	35.4037495	133.413441	日下古墳群		45号墳 1号			省略	425	5世紀前半						pre-B4c1b1a			[61]		
435	JP	日本	中国地方	鳥取県	35.4037495	133.413441	日下古墳群		5号横穴 1号			省略	583	6世紀後葉						D4e2			[61]		
436	JP	日本	中国地方	鳥取県	35.4037495	133.413441	日下古墳群		5号横穴 3号			省略	583	6世紀後葉						A5a1a1			[61]		
437	JP	日本	中国地方	鳥取県	35.4437	133.5115	向原古墳群		6号墳郡 第1埋葬施設 1号			省略	567	6世紀前葉～中葉						B4b1a1			[61]		
438	JP	日本	中国地方	鳥取県	35.4437	133.5115	向原古墳群		6号墳郡 第1埋葬施設 2号			省略	567	6世紀前葉～中葉									[61]		
439	JP	日本	中国地方	鳥取県	35.4437	133.5115	向原古墳群		6号墳郡 第1埋葬施設 4号			省略	567	6世紀前葉～中葉						A5a1a2			[61]		
52	JP	日本	中国地方	島根県	35.44323951	132.7081765	猪目洞窟遺跡		13号人骨(猪目 13号)			左側頭骨	-267.5					2310-2120(1σ), 2315-2120(2σ)年代分析番号(1) SNIIM-13/炭素14年代 2208±21-較正年代 (cal)1 σ(68.2%)360-175 BC-2 σ(95.4%) 365-170 BC	較正年代(cal BP)(Δ R=0) 1σ 2σ				[14]	[15]	
53	JP	日本	中国地方	島根県	35.44323951	132.7081765	猪目洞窟遺跡		木箱3人骨 1-1(猪目 3-1-1)			左下顎第 2 大臼歯	369.1666667					未分析					[14]		
54	JP	日本	中国地方	島根県	35.44323951	132.7081765	猪目洞窟遺跡		木箱3人骨 1-2(猪目 3-1-2)			左下顎第 3 大臼歯	369.1666667					未分析					[14]		
