ソート	地方＆都道府県番号	ID	国名2文字	国名	地方番号	地方	都道府県番号	都道府県			緯度	経度	遺跡	Site Name	標本番号	性別	年齢	可視化開始ユリウス日=IF(S2="","",ROUND((S2-R2/2)*365.2425+1721242,0))	可視化終了ユリウス日=IF(S2="","",ROUND((S2+R2/2)*365.2425+1721242,0))	ユリウス日=IF(S2="","",ROUND(S2*365.2425+1721242,0))	可視化する年代幅=IF(S2="","",-0.4*IF(S2>1400,1400,S2)+680)	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)		年代	年代補足	ハプログループ結果	使用部位	APLP	PCR-Luminex	その他	その他手法				NGS	手法	(Quality)	NGS	手法	(Quality)	Schmutziによる汚染率推定 [min, max]		Y	Y新	文献1	文献2	文献3	文献4	文献5
CN10207	207	696	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M74B			1443658	1743157	1593407	820	-350	旧石器时代<br>新石器时代<br>汉书二期文化					~2300 BP	约12000-2300年前	G2a1																	C2a1a1a2a1-F3830>F11787		[81]				
CN10207	207	697	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M69A			1443658	1743157	1593407	820	-350	旧石器时代<br>新石器时代<br>汉书二期文化					~2300 BP	约12000-2300年前	B4c1a2																	n/a		[81]				
CN10207	207	698	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M69B			1443658	1743157	1593407	820	-350	旧石器时代<br>新石器时代<br>汉书二期文化					~2300 BP	约12000-2300年前	G2a1																	n/a		[81]				
CN10207	207	699	CN	中華人民共和国	2	東北地区	7	吉林省	白城市	JQXV+G3Q 新荒郷, 中華人民共和国 吉林省 白城市 大安市	45.648844	123.792733	后套木嘎		M69C			1443658	1743157	1593407	820	-350	旧石器时代<br>新石器时代<br>汉书二期文化					~2300 BP	约12000-2300年前	F1b1e																	n/a		[81]				
CN10104	104	700	CN	中華人民共和国	1	華北地区	4	山西省	長治市	G93P+C28 黎城県, 中華人民共和国 山西省 長治市	36.503549	113.385067	黎城		LCM6(小型贵族墓)			1340440	1674345	1507393	914.2	-585.5	春秋时代					-		pre-D4c1a																	N1a2B1A1B2A-F1998		[82]				
CN10104	104	701	CN	中華人民共和国	1	華北地区	4	山西省	長治市	G93P+C28 黎城県, 中華人民共和国 山西省 長治市	36.503549	113.385067	黎城		LCM9(中型贵族墓)			1340440	1674345	1507393	914.2	-585.5	春秋时代					-		Y1b1																	N1a2B1A1B~-F710		[82]				
CN10104	104	702	CN	中華人民共和国	1	華北地区	4	山西省	運城市	FFH3+G2G 絳県, 中華人民共和国 山西省 運城市	35.4788	111.452588						1280175	1634168	1457172	969.2	-723	西周-春秋时代																										[100]				
CN10631	631	703	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	バインゴリン・モンゴル	中華人民共和国 新疆ウイグル バインゴリン・モンゴル チャルクリク	40.336	88.672	小河小麦、人					720478	1261036	990757	1480	-2000	小河文化（青铜时代早中期）						约4000年前																				[79]				
CN10631	631	704	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	バインゴリン・モンゴル	中華人民共和国 新疆ウイグル バインゴリン・モンゴル ロプノール	40.678	88.934	古墓沟小麦、人					720478	1261036	990757	1480	-2000	小河文化（青铜时代早中期）						约4000年前																				[79]				
CN10631	631	705	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	ホータン地区	中華人民共和国 新疆ウイグル ホータン地区 ケリヤ	38.359	81.7148	北方		11KBM1			782934	1302674	1042804	1423	-1857.5	小河文化（青铜时代早中期）					[测年]1876-1839 calBC	约4000年前	C4																	R1*或R1b*		[83]				
CN10631	631	706	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	ホータン地区	中華人民共和国 新疆ウイグル ホータン地区 ケリヤ	38.359	81.7148	北方		11KBM13			720478	1261036	990757	1480	-2000	小河文化（青铜时代早中期）					[测年]n/a	约4000年前	R																	-		[83]				
CN10631	631	707	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	ホータン地区	中華人民共和国 新疆ウイグル ホータン地区 ケリヤ	38.359	81.7148	北方		11KBM18			720478	1261036	990757	1480	-2000	小河文化（青铜时代早中期）					[测年]n/a	约4000年前	Y1b1																	n/a		[83]				
CN10631	631	708	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	ホータン地区	中華人民共和国 新疆ウイグル ホータン地区 ケリヤ	38.359	81.7148	北方		11KBM9			720478	1261036	990757	1480	-2000	小河文化（青铜时代早中期）					[测年]n/a	约4000年前	-																	n/a		[83]				
CN10631	631	709	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	アルタイ地区	中華人民共和国 新疆ウイグル アルタイ地区 カバ	47.97	86.27	阿依托汗		AYIM22BY			358011	1019392	688701	1810.8	-2827	阿凡那谢沃文化（青铜时代早期）					[测年]2843-2811 calBC	约4800年前	U5a1a1																	pre-Q2a		[83]				
CN10631	631	710	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	アルタイ地区	中華人民共和国 新疆ウイグル アルタイ地区 カバ	47.97	86.27	阿依托汗		AYIM22BN			369845	1027281	698563	1800	-2800	阿凡那谢沃文化（青铜时代早期）					[测年]n/a	约4800年前	T2d1a																	n/a		[83]				
CN10631	631	711	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	タルバガタイ地区	RWCC+G2H 査幹庫勒郷, 中華人民共和国 新疆ウイグル タルバガタイ地区 ホボクサル・モンゴル	46.8213	85.9201	松树沟		SSGM16			355819	1017931	686875	1812.8	-2832	阿凡那谢沃文化（青铜时代早期）					[测年]2863-2801 calBC	约4800年前	H2b																	n/a		[83]				
CN10631	631	712	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	イリ・カザフ	中華人民共和国 新疆ウイグル イリ・カザフ 伊寧県	43.76915199	82.05322273	尼勒克		G218M5-2			335220	1004198	669709	1831.6	-2879	阿凡那谢沃文化（青铜时代早期）					[测年]2907-2851 calBC	约5000年前	H15b1																	R1b1a1b1b		[83]				
CN10631	631	713	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	H6a1a																			[84]				
CN10631	631	714	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	H6a1a																			[84]				
CN10631	631	715	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	H5b																			[84]				
CN10631	631	716	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	H11b																			[84]				
CN10631	631	717	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	HV14																			[84]				
CN10631	631	718	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	I4a																			[84]				
CN10631	631	719	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	R1b																			[84]				
CN10631	631	720	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	R1b1																			[84]				
CN10631	631	721	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	T2a1b1																			[84]				
CN10631	631	722	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	U1a1c1																			[84]				
CN10631	631	723	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	U2e1																			[84]				
CN10631	631	724	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	U2e2a1d																			[84]				
CN10631	631	725	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	U2e3																			[84]				
CN10631	631	726	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	U4a1																			[84]				
CN10631	631	727	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	カシュガル地区	RCPG+6R7 班廸爾郷, 中華人民共和国 新疆ウイグル カシュガル地区 タシュクルガン・タジク	37.83553941	75.42704945	下坂地 | 线粒体基因组					983452	1436353	1209903	1240	-1400	安德罗诺沃文化（青铜时代晚期）						3500-3300年前	U4c1																			[84]				
CN10208	208	728	CN	中華人民共和国	2	東北地区	8	黒竜江省	チチハル	8PW6+XM5 六合鎮, 中華人民共和国 黒竜江省 チチハル 訥河市	48.34738796	124.7117236	大古堆 | 线粒体基因组					1487487	1772376	1629931	780	-250							2500-2000年前	D4m																			[85]				
CN10208	208	729	CN	中華人民共和国	2	東北地区	8	黒竜江省	チチハル	8PW6+XM5 六合鎮, 中華人民共和国 黒竜江省 チチハル 訥河市	48.34738796	124.7117236	大古堆 | 线粒体基因组					1487487	1772376	1629931	780	-250							2500-2000年前	M8*																			[85]				
CN10627	627	730	CN	中華人民共和国	6	西北地区	27	陝西省	咸陽市	7PQ5+CJ2 秦都区, 中華人民共和国 陝西省 咸陽市	34.288515	108.709027	咸阳双照		M56-R1			1931256	2068222	1999739	375	762.5						唐代	唐代	G1a1																	O2a1b1a1a1a		[86]				
CN10627	627	731	CN	中華人民共和国	6	西北地区	27	陝西省	咸陽市	7PQ5+CJ2 秦都区, 中華人民共和国 陝西省 咸陽市	34.288515	108.709027	咸阳双照		M56-R2			1931256	2068222	1999739	375	762.5						唐代	唐代	D4a2e																	n/a		[86]				
CN10627	627	732	CN	中華人民共和国	6	西北地区	27	陝西省	咸陽市	7PQ5+CJ2 秦都区, 中華人民共和国 陝西省 咸陽市	34.288515	108.709027	咸阳双照		M56-R3			1931256	2068222	1999739	375	762.5						唐代	唐代	M9a																	n/a		[86]				
CN10105	105	733	CN	中華人民共和国	1	華北地区	5	内モンゴル自治区	ウランチャブ	2655+XXX 徳包図郷, 中華人民共和国 内モンゴル ウランチャブ 化徳県	42.01	114.21																																					[100]				
CN10315	315	734	CN	中華人民共和国	3	華東地区	15	山東省	シ博市	3F3J+VQ7 沂源県, 中華人民共和国 山東省 シ博市	36.054656	118.481911	扁扁洞					-1690123	-346031	-1018077	3680	-7500	新石器早期						约9500年前																				[87]				
CN10315	315	735	CN	中華人民共和国	3	華東地区	15	山東省	シ博市	GR3Q+M34 博山区, 中華人民共和国 山東省 シ博市	36.504127	117.837694	博山					-1120345	33822	-543262	3160	-6200	后李文化（新石器早期）						约8200年前																				[87]				
CN10315	315	736	CN	中華人民共和国	3	華東地区	15	山東省	済南市	RGMR+59J 章丘市, 中華人民共和国 山東省 済南市	36.832971	117.540904	小荆山					-945028	150699	-397165	3000	-5800	后李文化（新石器早期）						约7800年前																				[87]				
CN10315	315	737	CN	中華人民共和国	3	華東地区	15	山東省	シ博市	RXG3+WJ8 張店区, 中華人民共和国 山東省 シ博市	36.827288	117.954067	小高					-1339490	-112275	-725883	3360	-6700	后李文化（新石器早期）						约8700年前																				[87]				
CN10313	313	738	CN	中華人民共和国	3	華東地区	13	福建省	竜岩市	FM77+P5V 像湖鎮, 中華人民共和国 福建省 竜岩市 ショウ平市	25.464356	117.66291	奇和洞					-1887354	-477518	-1182436	3860	-7950	新石器早期						约11500、8400年前																				[88]				
CN10313	313	739	CN	中華人民共和国	3	華東地区	13	福建省	寧徳市(?)	75XX+XXX 橋仔村	26.3	120.2	亮岛		LD1			-1137876	22134	-557871	3176	-6240	新石器早期					8320-8060 calBP	约8200、7600年前	E(pre-E1?)																	O1a1b		[89]				
CN10313	313	740	CN	中華人民共和国	3	華東地区	13	福建省	寧徳市(?)	75XX+XXX 橋仔村	26.3	120.2	亮岛		LD2			-868327	201833	-333247	2930	-5625	新石器早期					7590-7560 calBP	约8200、7600年前	R9																	n/a		[89]				
TW10000	0	741	TW	台湾				澎湖県	馬公市	GJ22+22R 山水里 台湾 澎湖県 馬公市	23.5	119.6	锁港					501332	1114939	808136	1680	-2500	新石器晚期						约4500年前																				[87]				
CN10313	313	742	CN	中華人民共和国	3	華東地区	13	福建省	福州市	63GG+VR8 白沙鎮, 中華人民共和国 福建省 福州市 ビン侯県	26.227155	119.077076	溪头村					501332	1114939	808136	1680	-2500	昙石山文化（新石器晚期）						约4500年前																				[87]				
CN10313	313	743	CN	中華人民共和国	3	華東地区	13	福建省	福州市	45W5+G4P Ganzhe Neighborhood, ビン侯県 福州市 福建省 中華人民共和国	26.146348	119.157822	昙石山					501332	1114939	808136	1680	-2500	昙石山文化（新石器晚期）						约4500年前																				[87]				
CN10313	313	744	CN	中華人民共和国	3	華東地区	13	福建省	竜岩市	M848+V8Q 赤水鎮, 中華人民共和国 福建省 竜岩市 ショウ平市	25.657211	117.315853	穿云洞					2320240	2364069	2342154	120	1700	清代						约300年前																				[87]				
CN10101	101	745	CN	中華人民共和国	1	華北地区	1	北京市	房山区	MV2H+5PF 岳各荘鎮, 中華人民共和国 北京市 房山区	39.650449	115.879283	田园洞					-15057998	-9257948	-12157973	15880	-38000	旧石器时代						约40000年前																				[90]				
CN10420	420	746	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	百色市	J5QH+9J8 徳峨鎮, 中華人民共和国 広西チワン族自治区 百色市 隆林各族自治県	24.638415	105.179068	老磨槽洞		Longlin			-2593002	-947950	-1770476	4504	-9560	旧石器时代					11510BP	约11000年前	M71+C151T>M71d(new name)																	-		[91]				
CN10524	524	747	CN	中華人民共和国	5	西南地区	24	貴州省	黔南プイ族ミャオ族自治州	3RMP+HQ7 擺金鎮, 中華人民共和国 貴州省 黔南プイ族ミャオ族自治州 恵水県	26.083912	106.836915	清水苑大洞		L5068			-2430835	-839838	-1635337	4356	-9190	旧石器时代					11201-11079cal.BP	约11000年前	M71+C151T>M71d(new name)																	-		[91]				
CN10629	629	748	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4i																			[92]				
CN10629	629	749	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4i																			[92]				
CN10629	629	750	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4i																			[92]				
CN10629	629	751	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4i																			[92]				
CN10629	629	752	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4i																			[92]				
CN10629	629	753	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4i																			[92]				
CN10629	629	754	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4i																			[92]				
CN10629	629	755	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4i																			[92]				
CN10629	629	756	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	G2a1																			[92]				
CN10629	629	757	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	G2a1																			[92]				
CN10629	629	758	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4j1b																			[92]				
CN10629	629	759	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4j3																			[92]				
CN10629	629	760	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	D4																			[92]				
CN10629	629	761	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	8788+5R6 曲什安鎮, 中華人民共和国 青海省 海南チベット族自治州 興海県	35.315402	100.267019	宗日					501332	1114939	808136	1680	-2500	马家窑文化/宗日文化（新石器晚期）						约5000-4000年前	G2b2a																			[92]				
CN10629	629	762	CN	中華人民共和国	6	西北地区	29	青海省	海東市	FF73+HQH 楽都区, 中華人民共和国 青海省 海東市	36.463948	102.454483	河东		C2016			570582	1161106	865844	1616.8	-2342	新石器晚期<br>明代					4292cal.BP	约4300、400年前	F1b1+C152T!!																	-		[92]				
CN10629	629	763	CN	中華人民共和国	6	西北地区	29	青海省	海東市	FF73+HQH 楽都区, 中華人民共和国 青海省 海東市	36.463948	102.454483	河东		C2022			2261436	2305265	2283350	120	1539	新石器晚期<br>明代					411cal.BP	约4300、400年前	D4j11																	-		[92]				
CN10629	629	764	CN	中華人民共和国	6	西北地区	29	青海省	海東市	C222+222 平安県, 中華人民共和国 青海省 海東市	36.4	102	hupo		A10			720478	1261036	990757	1480	-2000	新石器晚期					A17	约4000年前	D4b2b																	G1c		[92]				
CN10629	629	765	CN	中華人民共和国	6	西北地区	29	青海省	海東市	5RX2+X2R 民和回族トゥ族自治県, 中華人民共和国 青海省 海東市	36.2	102.8	Shangluzhuang		C2021			574965	1164028	869496	1612.8	-2332	新石器晚期					4282cal.BP	约4300年前	C7b																	-		[92]				
CN10629	629	766	CN	中華人民共和国	6	西北地区	29	青海省	海東市	FH24+G77 楽都区, 中華人民共和国 青海省 海東市	36.451299	102.555686	柳湾		C2591			690674	1241167	965921	1507.2	-2068	新石器晚期					4018cal.BP	约4000年前	C4a1a2																	-		[92]				
CN10629	629	767	CN	中華人民共和国	6	西北地区	29	青海省	海東市	FH24+G77 楽都区, 中華人民共和国 青海省 海東市	36.451299	102.555686	柳湾		C2592			720478	1261036	990757	1480	-2000	新石器晚期					-	约4000年前	M9a																	-		[92]				
CN10628	628	768	CN	中華人民共和国	6	西北地区	28	甘粛省	蘭州市	W556+R87 武勝駅鎮, 中華人民共和国 甘粛省 蘭州市 永登県	36.909525	103.160783	何家台					369845	1027281	698563	1800	-2800	马家窑文化（新石器晚期）						约4800年前	D4j																			[92]				
CN10628	628	769	CN	中華人民共和国	6	西北地区	28	甘粛省	蘭州市	W556+R87 武勝駅鎮, 中華人民共和国 甘粛省 蘭州市 永登県	36.909525	103.160783	何家台					369845	1027281	698563	1800	-2800	马家窑文化（新石器晚期）						约4800年前	D4j																			[92]				
CN10628	628	770	CN	中華人民共和国	6	西北地区	28	甘粛省	蘭州市	8VVJ+GJH 紅古区, 中華人民共和国 甘粛省 蘭州市	36.343815	102.881604	下海石		C462			762115	1288795	1025455	1442	-1905	新石器晚期-青铜时期					3855cal.BP	约3900年前	G2a1f																	-		[92]				
CN10628	628	771	CN	中華人民共和国	6	西北地区	28	甘粛省	蘭州市	8VVJ+GJH 紅古区, 中華人民共和国 甘粛省 蘭州市	36.343815	102.881604	下海石		C467			764307	1290256	1027281	1440	-1900	新石器晚期-青铜时期					-	约3900年前	F2g																	-		[92]				
CN10629	629	772	CN	中華人民共和国	6	西北地区	29	青海省	海東市	7P8M+36V 民和回族トゥ族自治県, 中華人民共和国 青海省 海東市	36.265237	102.733043	大庄					545161	1144159	844660	1640	-2400	新石器晚期						约4400年前	G2a1																			[92]				
CN10628	628	773	CN	中華人民共和国	6	西北地区	28	甘粛省	酒泉市	2M2X+2X5 清泉郷, 中華人民共和国 甘粛省 酒泉市 玉門市	40	97.7	火烧沟					983452	1436353	1209903	1240	-1400	四坝文化（青铜时期）						约3400年前	M10a1																			[92]				
CN10628	628	774	CN	中華人民共和国	6	西北地区	28	甘粛省	張掖市	HMXX+XXX 六壩鎮, 中華人民共和国 甘粛省 張掖市 民楽県	38.6	100.7	五坝		C119			734941	1270679	1002810	1466.8	-1967	新石器晚期-青铜时期					3917cal.BP	约3900年前	R																	-		[92]				
CN10628	628	775	CN	中華人民共和国	6	西北地区	28	甘粛省	張掖市	HMXX+XXX 六壩鎮, 中華人民共和国 甘粛省 張掖市 民楽県	38.6	100.7	五坝		C121			801561	1315092	1058327	1406	-1815	新石器晚期-青铜时期					3765cal.BP	约3900年前	B4c1c1																	-		[92]				
CN10629	629	776	CN	中華人民共和国	6	西北地区	29	青海省	海東市	32X2+X2R 黒城郷, 中華人民共和国 青海省 海東市 化隆回族自治県	36.1	102	wenpuju					2101094	2181448	2141271	220	1150	元代						约850年前	D4																			[92]				
CN10629	629	777	CN	中華人民共和国	6	西北地区	29	青海省	海東市	5MXX+XXX 民和回族トゥ族自治県, 中華人民共和国 青海省 海東市	36.2	102.7	Lierbao					2291020	2334849	2312935	120	1620	明清						约380年前	N9a9																			[92]				
CN10629	629	778	CN	中華人民共和国	6	西北地区	29	青海省	海東市	C222+222 平安県, 中華人民共和国 青海省 海東市	36.4	102	sanheyi					720478	1261036	990757	1480	-2000	新石器晚期						约4000年前	D4b2b																			[92]				
CN10629	629	779	CN	中華人民共和国	6	西北地区	29	青海省	海東市	C222+222 平安県, 中華人民共和国 青海省 海東市	36.4	102	sanheyi					720478	1261036	990757	1480	-2000	新石器晚期						约4000年前	F1b1+C152T!!																			[92]				
CN10629	629	780	CN	中華人民共和国	6	西北地区	29	青海省	海東市	C222+222 平安県, 中華人民共和国 青海省 海東市	36.4	102	sanheyi					720478	1261036	990757	1480	-2000	新石器晚期						约4000年前	G2b1a2																			[92]				
CN10629	629	781	CN	中華人民共和国	6	西北地区	29	青海省	海東市	WG5Q+XXX 加定鎮, 中華人民共和国 青海省 海東市 互助トゥ族自治県	36.91	102.54	金蝉口					720478	1261036	990757	1480	-2000	齐家文化（新石器晚期）						约4000年前	G3a2																			[92]				
CN10628	628	782	CN	中華人民共和国	6	西北地区	28	甘粛省	臨夏回族自治州	FRXM+MPG 広河県, 中華人民共和国 甘粛省 臨夏回族自治州	35.499176	103.834317	齐家坪		C471			871250	1361551	1116400	1342.4	-1656	齐家文化（新石器晚期-青铜时期）<br>东汉-魏晋					3606cal.BP	约3500、1800年前	R+T16189C!																	-		[92]				
