language_ja_jp	language_en_us	longitude	latitude
恵美酒町	えびすまち	134.687256	34.831772
西魚町	にしうおまち	134.687241	34.83215
西塩町	にししおまち	134.687271	34.831394
新身町	あらみまち	134.688054	34.830987
加納町	かのうまち	134.688848	34.830245
南町	みなみまち	134.688039	34.829292
十二所前	じゆうにしよまえ	134.687149	34.830685
富田町	とみたまち	134.685806	34.831753
大蔵前町	おおくらまえちよう	134.68721	34.831039
下片町	しもかたまち	134.684464	34.832821
相生町	あいおいちよう	134.684464	34.832821
博労町	ばくろうまち	134.684464	34.832821
米田町	よねだまち	134.684669	34.833942
上片町	かみかたまち	134.684952	34.833887
小姓町	こしようまち	134.683563	34.835205
地内町	じないまち	134.683075	34.833893
西下片町	にししもかたまち	134.682861	34.833141
西富田町	にしとみたまち	134.682861	34.833141
龍野町	たつのまち	134.681496	34.836583
吉田町	よしだまち	134.684998	34.836647
農人町	のうにんまち	134.6828	34.837227
景福寺前	けいふくじまえ	134.684967	34.838223
柿山伏	かきやまぶし	134.681351	34.837898
増位町	ますいまち	134.687378	34.838097
材木町	ざいもくまち	134.687378	34.838097
鷹匠町	たかじようまち	134.687927	34.839535
餌差町	えさしまち	134.687927	34.839535
小利木町	こりきまち	134.691208	34.840446
柳町	やなぎまち	134.689423	34.839848
下久長町	しもきゆうちようまち	134.70256	34.835892
上久長町	かみきゆうちようまち	134.700836	34.837311
堺町	さかいまち	134.700378	34.838142
五軒邸	ごけんやしき	134.701748	34.836639
竹田町	たけだまち	134.700714	34.839092
生野町	いくのまち	134.700974	34.840397
橋之町	はしのまち	134.700745	34.8414
福居町	ふくいまち	134.701569	34.839237
八木町	やぎまち	134.701614	34.840412
金屋町	かなやまち	134.70163	34.841179
同心町	どうしんまち	134.702499	34.839844
鍵町	かぎまち	134.699478	34.841896
鍛冶町	かじまち	134.700256	34.843002
米屋町	こめやまち	134.70108	34.842999
福本町	ふくもとまち	134.700867	34.842113
五郎右衛門屋敷	ごろうえもんやしき	134.701859	34.842358
野里寺町	のざとてらまち	134.701019	34.844894
河間町	こばさまちよう	134.699539	34.844131
坊主町	ぼうずまち	134.696716	34.843536
大野町	おおのまち	134.702194	34.846855
威徳寺町	いとくじまち	134.704041	34.849262
福中村	ふくなかむら	134.679614	34.83282
中村	なかむら	134.679869	34.833509
忍町	しのびまち	134.68634	34.82999
谷町	たにまち	134.687233	34.829355
豆腐町	とうふまち	134.688332	34.827961
宿村	しゆくむら	134.691986	34.825314
南畝村	のうねんむら	134.684232	34.826467
南畝町	のうねんまち		
芝原村	しばはらむら		
北条村	ほうじようむら	134.693983	34.818662
庄田村	しようだむら	134.69046	34.815868
南条村	なんじようむら		
神屋村	かみやむら	134.705552	34.829306
西阿保村	にしあぼむら	134.706238	34.819714
中阿保村	なかあぼむら	134.706238	34.819714
下市郷村	しもいちのごうむら	134.708277	34.827976
中市郷村	なかいちのごうむら	134.710011	34.831493
東市郷村	ひがしいちのごうむら	134.713618	34.831396
国府寺村	こうでらむら	134.707197	34.836229
野里村	のざとむら	134.702821	34.84417
西中島村	にしなかじまむら	134.71097	34.85509
東中島村	ひがしなかじまむら	134.719772	34.856396
横手村	よこてむら	134.725342	34.857262
白国村	しらくにむら	134.705631	34.859917
伊伝居村	いでいむら	134.699179	34.853219
北八代村	きたやしろむら	134.691989	34.851198
南八代村	みなみやしろむら	134.691869	34.845246
山井村	やまのいむら	134.68446	34.840858
平野村	ひらのむら	134.695293	34.861145
広嶺山	ひろみねさん	134.701431	34.874771
大野村	おおのむら	134.687334	34.869453
高木村	たかぎむら	134.715637	34.845993
小川村	おがわむら	134.721649	34.841827
勅旨村	ちよくしむら	134.721985	34.833187
加納原田村	かのうはらだむら	134.729477	34.831066
上原田村	かみはらだむら	134.736359	34.835388
一本松村	いつぽんまつむら	134.722839	34.825081
山ノ脇村	やまのわきむら	134.721985	34.818966
東阿保村	ひがしあぼむら	134.709427	34.813038
坂元村	さかもとむら	134.723022	34.813251
上鈴村	かみすずむら	134.728516	34.813766
中鈴村	なかすずむら	134.726974	34.811321
本郷村	ほんごうむら	134.733231	34.808022
見野村	みのむら	134.728378	34.803822
明田村	あけだむら	134.731781	34.795265
東山村	ひがしやまむら	134.723877	34.789963
継村	つぎむら	134.720764	34.79644
奥山村	おくやまむら	134.716248	34.802532
北原村	きたはらむら	134.70694	34.800686
兼田村	かねだむら	134.69899	34.804482
松原村	まつばらむら	134.705607	34.786415
中村	なかむら	134.701904	34.783379
宇佐崎村	うさざきむら	134.715801	34.783467
八家村	やかむら	134.726074	34.781967
木場村	きばむら	134.721962	34.778121
国分寺村	こくぶんじむら	134.73407	34.823719
御着村	ごちやくむら	134.734116	34.817114
深志野村	ふかしのむら	134.746399	34.826897
豊国村	とよくにむら	134.743301	34.84671
庄村	しようむら	134.735596	34.844154
佐良和村	さろおむら	134.729111	34.848755
北山村	きたやまむら	134.74942	34.838242
塩崎村	しおざきむら	134.760971	34.845322
志吹村	しぶきむら	134.75882	34.836647
唐端新村	からはたしんむら	134.762253	34.831266
清住新村	きよすみしんむら	134.776703	34.847363
大釜村	おおがまむら	134.791946	34.843216
大釜新村	おおがましんむら	134.783051	34.851055
北野新村	きたのしんむら	134.794708	34.853958
小原村	おはらむら	134.798935	34.867165
小原新村	おはらしんむら	134.800247	34.873447
八重畑村	やえばたむら	134.774826	34.862442
山崎村	やまさきむら	134.759048	34.856361
延末村	のぶすえむら	134.682084	34.823451
延末町	のぶすえまち	134.683598	34.822039
東延末村	ひがしのぶすえむら		
西延末村	にしのぶすえむら	134.67424	34.823521
栗山村	くりやまむら	134.677414	34.815811
栗山町	くりやままち	134.682327	34.815804
安田村	やすだむら	134.684891	34.818576
安田町	やすだまち	134.684891	34.818576
飯田村	いいだむら	134.671158	34.81699
亀山	かめやま	134.676651	34.810036
中地村	ちゆうじむら	134.66898	34.817973
玉手村	たまてむら	134.659897	34.816898
町坪村	ちようのつぼむら	134.658371	34.821823
岡田村	おかだむら	134.667419	34.825817
井口村	いのぐちむら	134.660919	34.82552
土山村	つちやまむら	134.67148	34.832947
庄村	しようむら	134.659836	34.831848
西脇村	にしわきむら	134.659836	34.831848
苫編村	とまみむら	134.649704	34.819469
東蒲田村	ひがしかまだむら	134.643141	34.828227
下蒲田村	しもかまだむら	134.643141	34.828227
西蒲田村	にしかまだむら	134.635011	34.837513
才村	さいむら	134.635562	34.82084
則直村	のりなおむら	134.618286	34.812506
小坂村	こさかむら	134.623087	34.804645
広畑村	ひろはたむら	134.630767	34.800323
山畑新田	やまはたしんでん	134.676468	34.842452
東今宿村	ひがしいまじゆくむら	134.668433	34.838186
西今宿村	にしいまじゆくむら	134.659987	34.844209
山吹新村	やまぶきしんむら	134.663788	34.853312
北今宿村	きたいまじゆくむら	134.669179	34.844636
上手野村	かみてのむら	134.657853	34.854126
下手野村	しもてのむら	134.650513	34.848119
辻井村	つじいむら	134.673976	34.84966
東辻井村	ひがしつじいむら	134.677902	34.846924
新在家村	しんざいけむら	134.68236	34.852328
田寺村	たでらむら	134.672069	34.857532
御立村	みたちむら	134.669721	34.866258
東坂本村	ひがしさかもとむら	134.655121	34.884491
西坂本村	にしさかもとむら	134.647555	34.876865
田井村	たいむら	134.6558	34.873415
六角村	ろつかくむら	134.63982	34.882774
刀出村	かたなでむら	134.638581	34.893934
実法寺村	じほうじむら		
町田村	ちようだむら	134.645172	34.865417
飾西村	しきさいむら	134.642235	34.862174
川西新村	かわにししんむら	134.647664	34.854951
青山村	あおやまむら	134.636488	34.845958
打越村	うちこしむら	134.624751	34.890369
須加町	すかまち	134.666183	34.792377
大町	おおまち	134.667938	34.794636
宮町	みやまち	134.669937	34.79496
御幸町	ごこうまち	134.671265	34.796215
東堀町	ひがしぼりまち	134.672684	34.79591
田町	たまち		
上町	うえまち	134.66571	34.795696
細江町	ほそえまち	134.66571	34.795696
下英加町	しもあがまち	134.673599	34.798481
上英加町	かみあがまち		
都倉町	とくらまち	134.67776	34.805845
恵美酒村	えびすむら	134.677361	34.80357
細江村	ほそえむら	134.660934	34.789364
亀山町	かめやままち	134.679001	34.809677
下野田村	しものだむら	134.681371	34.803265
上野田村	かみのだむら	134.683986	34.813299
三宅村	みやけむら	134.682663	34.814823
三宅町	みやけまち	134.681625	34.811115
飯田町	いいだまち	134.681625	34.811115
袋尻村	ふくろじりむら	134.687209	34.808198
下中島村	しもなかしまむら	134.678612	34.792656
阿成村	あなせむら	134.694519	34.809517
妻鹿村	めがむら	134.690327	34.782006
構村	かまえむら	134.662126	34.803156
加茂村	かもむら	134.660453	34.805087
今在家村	いまざいけむら	134.656706	34.803532
中浜村	なかはまむら	134.649271	34.799357
英加村	あがむら	134.641994	34.802618
山崎村	やまさきむら	134.642415	34.810945
付城村	つけしろむら	134.647342	34.811085
高町村	たかまちむら	134.655457	34.815968
福泊村	ふくどまりむら	134.734055	34.772789
的形村	まとがたむら	134.739487	34.783794
大塩村	おおしおむら	134.757056	34.778392
佐土村	さづちむら	134.74173	34.810497
佐土新村	さづちしんむら	134.753525	34.820578
福居村	ふくいむら	134.754684	34.809586
福居新村	ふくいしんむら	134.754684	34.809586
北宿村	きたじゆくむら	134.765656	34.806732
小林村	こばやしむら	134.758865	34.798878
下砥堀村	しもとほりむら	134.716644	34.876942
上砥堀村	かみとほりむら	134.716644	34.876942
下仁豊野村	しもにぶのむら	134.722626	34.881969
上仁豊野村	かみにぶのむら	134.722626	34.881969
橋爪村	はしづめむら	134.743912	34.870312
栗橋村	くりはしむら	134.743912	34.870312
藪田村	やぶたむら	134.743912	34.870312
曾坂村	そさかむら	134.743912	34.870312
砂川村	すながわむら	134.743912	34.870312
金竹村	かなたけむら	134.743912	34.870312
酒井村	さかいむら	134.75209	34.891323
鍛冶内村	かじうちむら	134.75209	34.891323
重国村	しげくにむら	134.75209	34.891323
江鮒村	えぶなむら	134.74791	34.896692
太尾村	ふとおむら	134.75209	34.891323
津熊村	つくまむら	134.75209	34.891323
黒田新村	くろだしんむら	134.775406	34.876686
岩屋村	いわやむら	134.775406	34.876686
細野村	ほそのむら	134.775406	34.876686
仁色村	にしきむら	134.756149	34.917927
中野村	なかのむら	134.756149	34.917927
下垣内村	しもがいちむら	134.756149	34.917927
三又村	みまたむら	134.756149	34.917927
上野村	うえのむら	134.756149	34.917927
御立村	みたちむら	134.756149	34.917927
宮脇村	みやわきむら	134.756149	34.917927
八幡新村	やはたしんむら	134.756149	34.917927
多田村	ただむら	134.774506	34.917793
西多田村	にしただむら	134.774506	34.917793
野田村	のだむら	134.774506	34.917793
牧野村	まきのむら	134.767502	34.898174
西山田村	にしやまだむら	134.776688	34.899902
北山田村	きたやまだむら	134.789368	34.914703
南山田村	みなみやまだむら	134.786423	34.900688
大堤村	おおづつみむら	134.613724	34.937042
上伊勢村	かみいせむら	134.611908	34.913189
下伊勢村	しもいせむら	134.606918	34.890865
奥佐見村	おくさみむら	134.593849	34.923292
口佐見村	くちさみむら	134.589478	34.910053
林田谷村	はやしだたにむら	134.590744	34.901978
山田村	やまだむら	134.590561	34.936085
松山村	まつやまむら	134.579437	34.938259
山下村	やましたむら	134.582199	34.922745
六九谷村	むくだにむら	134.579308	34.911411
林田村	はやしだむら	134.580246	34.903519
構村	かまえむら	134.576439	34.90085
石倉村	いしくらむら	134.612946	34.880569
相野村	あいのむら	134.614914	34.866024
中村	なかむら	134.614624	34.855675
西脇村	にしわきむら	134.597809	34.867222
谷村	たにむら	134.597809	34.867222
熊見村	くまみむら	134.611496	34.812166
丁村	よろむら	134.601967	34.817406
下太田村	しもおおたむら	134.598312	34.824181
谷村	たにむら	134.591431	34.815525
宮田村	みやたむら	134.598877	34.80773
山戸村	やまとむら	134.604172	34.807568
西土井村	にしどいむら	134.612175	34.805283
天満村	てんまむら	134.611092	34.799566
長松村	ながまつむら	134.607407	34.795867
平松村	ひらまつむら	134.600693	34.793335
吉美村	きびむら	134.605202	34.786402
勘兵衛新田	かんべえしんでん	134.612343	34.789534
和久村	わくむら	134.586594	34.813309
高田村	たかたむら	134.580521	34.811783
福井村	ふくいむら	134.582123	34.806908
坂上出屋敷村	さかのうえでやしきむら	134.588135	34.805992
坂上村	さかのうえむら	134.587891	34.800041
宮内村	みやうちむら	134.593536	34.799023
津市場村	ついちばむら	134.581924	34.799644
田井村	たいむら	134.598541	34.800838
大江島村	おおえしまむら	134.596222	34.787949
新在家村	しんざいけむら	134.593727	34.78429
興浜村	おきはまむら	134.585327	34.775448
余子浜村	よこはまむら	134.586711	34.789991
垣内村	かいちむら	134.586886	34.790803
浜田村	はまだむら	134.575302	34.772839
下余部村	しもあまるべむら	134.57666	34.799473
上余部村	かみあまるべむら	134.571198	34.801247
上川原村	かみがわらむら	134.562866	34.804604
鵤村	いかるがむら	134.576706	34.837147
馬場村	ばばむら	134.569778	34.84037
阿曾村	あそむら	134.565063	34.837223
阿曾出屋敷村	あそでやしきむら	134.565292	34.83139
老原村	おいばらむら	134.56897	34.8274
常全村	じようぜんむら	134.560928	34.827415
宮本村	みやもとむら	134.561417	34.823174
船代村	ふなだいむら	134.560745	34.820431
岩見構村	いわみがまえむら	134.562317	34.815685
吉福村	よしふくむら	134.563324	34.809715
吉福出屋敷村	よしふくでやしきむら	134.572083	34.810452
吉福新村	よしふくしんむら	134.576019	34.811096
福地村	ふくじむら	134.569809	34.818745
福地新村	ふくじしんむら	134.572647	34.814167
連常寺村	れんじようじむら	134.574982	34.822498
竹広村	たけひろむら	134.576889	34.81662
糸井村	いといむら	134.580475	34.817204
立岡村	たつおかむら	134.579483	34.825871
矢田部村	やたべむら	134.586937	34.823973
東南村	とうなんむら	134.586914	34.830593
東保村	とうぼむら	134.586609	34.836098
東保出屋敷村	とうぼでやしきむら	134.594635	34.832455
中太田町村	なかおおだまちむら	134.605865	34.836349
下太田出屋敷村	しもおおだでやしきむら	134.607864	34.823101
太田原村	おおだはらむら	134.618637	34.824684
太田山田村	おおだやまだむら	134.623596	34.835323
上太田村	かみおおだむら	134.604935	34.846397
太郎左衛門捌	たろうざえもんさばき	134.59259	34.842617
甚左衛門捌	じんざえもんさばき	134.593933	34.847645
鵜飼村	うかいむら	134.591049	34.854996
松尾村	まつおむら	134.581879	34.850845
広坂村	ひろさかむら	134.591049	34.854996
北山村	きたやまむら	134.591049	34.854996
平方村	ひらかたむら	134.584183	34.842751
平方出屋敷村	ひらかたでやしきむら	134.584183	34.842751
柳村	やなぎむら	134.584183	34.842751
助久村	すけさむら	134.584183	34.842751
新宮村	しんぐうむら	134.55603	34.919758
下野村	しものむら	134.558319	34.927521
宮内村	みやうちむら	134.542343	34.931892
曾我井村	そがいむら	134.561844	34.911732
井野原村	いのはらむら	134.549698	34.908897
段之上村	だんのうえむら	134.543686	34.909477
市野保村	いちのほむら	134.527405	34.910671
中庄村	なかのしようむら	134.543121	34.90062
仙正村	せんしようむら	134.546783	34.901382
馬立村	うまたてむら	134.533585	34.900063
下野田村	しものだむら	134.53569	34.893353
觜崎村	はしさきむら	134.552979	34.894913
船渡村	ふなとむら	134.546631	34.894447
北村	きたむら	134.552765	34.899746
佐野村	さのむら	134.544098	34.886406
下篠村	しもささむら	134.566925	34.940212
上篠村	かみささむら	134.556671	34.945454
吉島村	よしまむら	134.546921	34.937645
香山村	こうやまむら	134.542511	34.957596
篠首村	しのくびむら	134.519623	34.959488
芝田村	こげたむら	134.539688	34.918041
平野村	ひらのむら	134.529633	34.933006
大屋村	おおやむら	134.524399	34.925194
能地村	のうじむら	134.515381	34.937111
善定村	ぜんじようむら	134.498047	34.914139
千本下村	せんぼんしもむら	134.508804	34.943165
千本村	せんぼんむら	134.487549	34.948105
町屋村	まちやむら	134.468521	34.936726
栗田村	くりたむら	134.468521	34.936726
角亀村	つのがめむら	134.457932	34.933071
二柏野村	ふたつがいのむら	134.468613	34.918842
上莇原村	かみあざわらむら	134.455109	34.950581
下莇原村	しもあざわらむら	134.447876	34.961582
鍛冶屋村	かじやむら	134.470459	34.954346
時重村	ときしげむら	134.46701	34.962963
牧村	まきむら	134.487152	34.973824
奥小屋村	おくごやむら	134.49382	34.996174
半田村	はんだむら	134.534149	34.850742
野田村	のだむら	134.53125	34.842606
新在家村	しんざいけむら	134.529572	34.837063
養久村	やくむら	134.522934	34.840065
二塚東村	ふたつかひがしむら	134.523499	34.836346
二塚村	ふたつかむら	134.518585	34.835545
片島村	かたしまむら	134.510223	34.829552
正条村	しようじようむら	134.529282	34.823883
北山村	きたやまむら	134.522797	34.828224
山津屋村	やまつやむら	134.5242	34.819809
黍田村	きびたむら	134.516602	34.817265
原村	はらむら	134.508392	34.814163
大門村	だいもんむら	134.502594	34.825352
馬場村	うまばむら	134.518326	34.792446
金剛山村	こんごうさんむら	134.525436	34.805679
浦部村	うらべむら	134.535507	34.805637
袋尻村	ふくろじりむら	134.540283	34.807365
市場村	いちばむら	134.547104	34.807941
中島村	なかしまむら	134.561996	34.795731
下村	しもむら		
山田村	やまだむら	134.555435	34.787788
加家村	かけむら	134.555435	34.787788
釜屋村	かまやむら	134.556366	34.783268
黒崎村	くろさきむら	134.554276	34.775764
苅屋村	かりやむら	134.568268	34.774986
片村	かたむら	134.540436	34.780144
稲富村	いなどめむら	134.540436	34.780144
伊津村	いつむら	134.540436	34.780144
碇岩村	いかりいわむら	134.546204	34.794292
室津	むろつ	134.505798	34.768047
立町	たてまち	134.544884	34.866203
横町	よこまち	134.545395	34.866531
下町	しもまち	134.544556	34.863773
下川原町	しもかわらまち	134.545982	34.864237
上川原町	かみかわらまち	134.548315	34.868047
北龍野村	きたたつのむら	134.542236	34.875748
日山村	ひやまむら	134.539124	34.862247
島田村	しまだむら	134.556198	34.874672
日飼村	ひがいむら	134.553986	34.867393
片山村	かたやまむら	134.562271	34.86718
末政村	すえまさむら	134.562927	34.862514
中井村	なかいむら	134.57637	34.862507
中村	なかむら	134.558182	34.860905
宮脇村	みやわきむら	134.561676	34.854347
北村	きたむら	134.557205	34.853626
上堂本村	かみどうもとむら	134.55365	34.855801
下堂本村	しもどうもとむら	134.55365	34.855801
北方村	きたかたむら	134.55365	34.855801
四箇村	よつかむら	134.54805	34.854252
大道村	だいどうむら	134.543518	34.848774
小神村	おがみむら	134.532166	34.859274
清水村	しみずむら	134.524849	34.855925
中垣内村	なかがいちむら	134.522507	34.879734
小田村	おだむら	134.522507	34.879734
佐江村	さえむら	134.522812	34.849888
前地村	まえじむら	134.518082	34.847809
北山村	きたやまむら	134.514496	34.847271
竹万村	ちくまむら	134.510712	34.849777
構村	かまえむら	134.504288	34.855946
田井村	たいむら	134.514633	34.855915
下新宮村	しもしんぐうむら	134.502228	34.867199
上新宮村	かみしんぐうむら	134.502228	34.867199
菖蒲谷村	しようぶだにむら	134.496277	34.887894
東村	ひがしむら	134.479904	34.861477
小犬丸村	こいぬまるむら	134.479904	34.861477
長尾村	ながおむら	134.487473	34.84993
北沢村	きたざわむら	134.498932	34.851082
住吉村	すみよしむら	134.505081	34.852032
尾崎村	おさきむら	134.505768	34.845329
小畑村	おばたけむら	134.496857	34.842834
竹原村	たけはらむら	134.487457	34.839294
土師村	はぜむら	134.50354	34.833683
坂村	さかむら	134.50354	34.833683
南山村	みなみやまむら	134.507339	34.838562
龍子村	りゆうこむら	134.511459	34.841267
山下村	やましたむら	134.544266	34.842087
中陣村	なかじんむら	134.546799	34.837284
上村	かみむら	134.537048	34.836102
中村	なかむら	134.535538	34.830727
今市村	いまいちむら	134.537201	34.821304
西構村	にしがまえむら	134.542007	34.826729
東用村	とうようむら	134.547958	34.819744
萩原村	はいばらむら	134.548065	34.815895
真砂村	まなごむら	134.554749	34.811565
松原村	まつばらむら	134.554794	34.825806
門前村	もんぜんむら	134.552917	34.830021
栄村	さかえむら	134.547577	34.826859
下沖村	しもおきむら	134.554688	34.836601
上沖村	かみおきむら	134.553268	34.843884
長真村	ながざねむら	134.551971	34.847469
片吹村	かたぶきむら	134.558716	34.833015
井上村	いのかみむら	134.558853	34.839783
高駄村	たかだむら	134.556808	34.846008
広山村	ひろやまむら	134.562119	34.847015
広山新村	ひろやましんむら	134.565094	34.85128
宿村	しゆくむら	134.571533	34.847809
内山村	うちやまむら	134.572891	34.854195
宿村	しゆくむら	134.554672	34.887512
大住寺村	だいじゆうじむら	134.560806	34.892162
奥村	おくむら	134.566803	34.893875
北横内村	きたよこうちむら	134.571411	34.8932
西横内村	にしよこうちむら	134.568787	34.887234
上横内村	かみよこうちむら	134.576492	34.892067
横内村	よこうちむら	134.574066	34.88699
西鳥井村	にしとりいむら	134.579086	34.888515
東鳥井村	ひがしとりいむら	134.583038	34.877651
寄井村	よりいむら	134.583038	34.877651
沢田村	さわだむら	134.567749	34.876465
入野村	いりのむら	134.574371	34.872116
田中村	たなかむら	134.589386	34.883038
松原村	まつばらむら	134.589386	34.883038
野部村	のべむら	134.586044	34.891727
筒井村	つついむら	134.580719	34.894859
追分村	おいわけむら	134.594727	34.889553
相生村	おおむら	134.473967	34.802691
野瀬村	のせむら	134.489609	34.784897
那波野村	なばのむら	134.495143	34.819009
池之内村	いけのうちむら	134.483527	34.815679
陸村	くがむら	134.47589	34.819337
那波村	なばむら	134.459601	34.814221
佐方村	さがたむら	134.448101	34.802783
入野村	いりのむら	134.443527	34.818676
雨内村	あまうちむら	134.426544	34.820351
上松村	うえまつむら	134.448517	34.828239
東後明村	ひがしごみようむら	134.459274	34.83757
西後明村	にしごみようむら	134.451691	34.83873
高野須村	こうのすむら	134.439941	34.831539
宮野尾村	みやのおむら	134.439941	34.831539
八洞村	はつとうむら	134.434265	34.834606
出村	でむら	134.429916	34.833672
田井村	たいむら	134.425537	34.835571
奥野山村	おくのやまむら	134.425537	34.835571
若狭野村	わかさのむら	134.41745	34.834843
寺田村	てらだむら	134.439804	34.840942
下土井村	しもどいむら	134.428207	34.844063
上土井村	かみどいむら	134.427444	34.853874
小河村	おうごむら	134.429031	34.876717
下田村	しもだむら	134.448624	34.847828
下頃村	けごろむら	134.448624	34.847828
真広村	まひろむら	134.445435	34.855949
二木村	ふたつぎむら	134.45491	34.860291
菅谷村	すがたにむら	134.440979	34.865784
瓜生村	うりゆうむら	134.445572	34.886127
上村	かみむら	134.448898	34.86935
森村	もりむら	134.454315	34.880527
中野村	なかのむら	134.461075	34.875843
榊村	さかきむら	134.468948	34.892929
門野村	かどのむら	134.468948	34.892929
金坂村	かねざかむら	134.476044	34.874443
釜出村	かまでむら	134.48436	34.900089
能下村	のうげむら	134.454575	34.890659
三濃山村	みのうさんむら	134.452347	34.903259
上郡村	かみごおりむら	134.366531	34.872959
井上村	いのかみむら	134.35051	34.87809
大持村	だいもちむら	134.354065	34.87027
竹万村	ちくまむら	134.360016	34.854031
山野里村	やまのさとむら	134.339584	34.861862
下村	しもむら	134.333328	34.873413
下栗原村	しもくりばらむら	134.320511	34.856667
上栗原村	かみくりばらむら	134.320511	34.856667
落地村	おろちむら	134.308304	34.842289
安室宿村	やすむろしゆくむら	134.304977	34.828072
船坂村	ふなさかむら	134.304977	34.828072
高山村	たかやまむら	134.297531	34.851585
行頭村	ゆきとうむら	134.266769	34.853939
別名村	べつみようむら	134.319519	34.869026
名村	なむら	134.294052	34.886497
岡村	おかむら	134.294052	34.886497
大皆坂村	おおかいざかむら	134.294052	34.886497
小皆坂村	こかいざかむら	134.314758	34.920486
黒石村	くろいしむら	134.314758	34.920486
市原村	いちはらむら	134.314758	34.920486
細念村	さいねむら	134.326569	34.898628
倉尾村	くらおむら	134.326569	34.898628
鍛冶村	かじむら		
大枝村	おおえだむら	134.357559	34.889885
大枝新村	おおえだしんむら	134.349335	34.886925
苔縄村	こけなわむら	134.342819	34.910236
柏野村	かしわのむら	134.362625	34.902241
赤松村	あかまつむら	134.360535	34.915005
細野村	ほそのむら	134.372971	34.920223
河野原村	こうのはらむら	134.348816	34.916664
国見村	くにみむら	134.360382	34.932178
楠木村	くすのきむら	134.360382	34.932178
尾長谷村	おながだにむら	134.375336	34.887035
野桑村	のぐわむら	134.40387	34.907963
大杉野村	おおすぎのむら	134.392349	34.92514
鍋倉村	なべくらむら	134.392349	34.92514
留万寺村	とどまじむら	134.392349	34.92514
金出地村	かなじむら	134.429947	34.920292
与井村	よいむら		
与井新村	よいしんむら	134.378067	34.853336
釜島村	かましまむら	134.385513	34.845631
正福寺村	しようふくじむら	134.394302	34.848122
西之山村	にしのやまむら	134.382103	34.860418
神明寺村	じみようじむら	134.388882	34.865291
宇治山村	うじやまむら	134.391052	34.869976
高田中野村	たかたなかのむら	134.393356	34.858269
高田宿村	たかたしゆくむら	134.397842	34.866882
休次村	きゆうじむら	134.40657	34.856724
宇野山村	うのやまむら	134.408249	34.864712
奥村	おくむら	134.399063	34.875137
小野豆村	おのずむら	134.414581	34.878311
佐用谷村	さよだにむら	134.408798	34.870724
一町目	いつちようめ	134.390152	34.749966
紺屋町	こんやちよう	134.393951	34.762409
風呂屋町	ふろやちよう	134.393951	34.762409
馬場	ばば	134.393951	34.762409
出河原町	でがわらちよう	134.393951	34.762409
二町目	にちようめ	134.392052	34.756187
三町目	さんちようめ	134.393951	34.762409
通町	とおりまち	134.393951	34.762409
寺町	てらまち	134.393951	34.762409
横町	よこまち	134.393951	34.762409
御堂ノ町	みどのちよう	134.393951	34.762409
細工町	さいくちよう	134.393951	34.762409
田町	たまち	134.393951	34.762409
橋本町	はしもとちよう	134.393951	34.762409
片原町	かたひらちよう	134.393951	34.762409
吹田屋町	すいたやちよう	134.393951	34.762409
上町	うえまち	134.393951	34.762409
新町	しんまち	134.393951	34.762409
九軒町	くけんまち	134.393951	34.762409
西新町	にししんまち	134.393951	34.762409
上仮屋町	かみかりやちよう	134.384794	34.751689
中村	なかむら	134.396423	34.750857
尾崎村	おさきむら	134.405464	34.744402
御崎新浜村	みさきしんはまむら	134.404681	34.736729
塩屋村	しおやむら	134.382776	34.757547
戸島新田村	とじましんでんむら	134.36615	34.759203
大津村	おおつむら	134.364807	34.781029
木生谷村	きうのたにむら	134.35675	34.769218
織方村	おりかたむら	134.357979	34.757502
鳥撫村	となでむら	134.348175	34.750511
真木村	まきむら	134.348175	34.750511
福浦村	ふくうらむら	134.328308	34.744427
福浦新田村	ふくうらしんでんむら	134.328308	34.744427
南野中村	みなみのなかむら	134.410468	34.758616
北野中村	きたのなかむら	134.407043	34.763905
砂子村	まなごむら	134.412415	34.767403
浜市村	はまいちむら	134.420761	34.771797
坂越村	さこしむら	134.426117	34.761059
高野村	こうのむら	134.428711	34.784065
木津村	きづむら	134.402435	34.781479
目坂村	めさかむら	134.40683	34.788624
根木村	ねぎむら	134.408661	34.795242
周世村	すせむら	134.411255	34.808258
真殿村	まとのむら	134.395538	34.801918
中山村	なかやまむら	134.38266	34.811649
有年栗栖村	うねくるすむら	134.363312	34.819748
下菅生村	しもすごうむら	134.363312	34.819748
上菅生村	かみすごうむら	134.363312	34.819748
黒沢村	くろさわむら	134.363312	34.819748
西有年村	にしうねむら	134.322083	34.815922
楢原村	ならばらむら	134.374725	34.844753
原村	はらむら	134.390594	34.835697
横尾村	よこおむら	134.396484	34.82267
牟礼東村	むれひがしむら	134.401764	34.839386
上月村	こうづきむら	134.321472	34.982487
寄延村	よりのぶむら	134.318466	34.97298
目高村	めたかむら	134.30954	34.970932
仁位村	にいむら	134.332413	34.978783
早瀬村	はやせむら	134.333527	34.987286
力万村	りきまんむら	134.31311	34.987274
須安村	すやすむら	134.304825	34.994289
宇根村	うねむら	134.291077	34.997654
大畠村	おおばたけむら	134.300125	34.976009
小日山村	こびやまむら	134.281998	34.964535
金屋村	かなやむら	134.32312	34.997822
中山村	なかやまむら	134.32522	35.008832
蔵垣内村	くらがいちむら	134.314972	35.011555
平尾村	ひらおむら	134.314972	35.011555
田和村	たわむら	134.328354	35.020027
